0.05,100000,3,40,0.1681774902343749,747.5194702148438,0.3804575295652858,[-0.0844381 -0.0844381 -0.0844381 ... -0.0844381 -0.0844381 -0.0844381],[0.89045681 0.89055644 0.89065334 ... 0.06939024 0.06771614 0.06604259],"[  192783.421875    7547922.         16401501.         ...
    42180.86328125    41980.96484375    42606.65625   ]",[0.13326174 1.63543594 1.15297151 ... 0.11567605 0.1147927  0.11778096],"[  259414.28125   8365640.       16977986.       ...   100018.890625
    99377.3125     101497.140625]"
0.05,100000,3,80,0.9026345539093017,300.6695251464844,0.36831502350016065,[0.04292882 0.04292882 0.04292882 ... 0.04292882 0.04292882 0.04292882],[0.88449691 0.88460856 0.88471364 ... 0.0492141  0.04975742 0.05030228],"[2.99786875e+04 5.88234100e+06 6.40729640e+07 ... 1.85582344e+04
 1.85624180e+04 1.85584355e+04]",[0.17823486 3.03086758 6.93896246 ... 0.18074203 0.1807564  0.1807192 ],"[  119096.1171875  7397775.        67542448.        ...   108929.25
   108940.625       108918.0390625]"
0.05,100000,3,120,3.4755609130859373,998.5410766601562,0.3594694315695583,"[-0.00214089 -0.00214089 -0.00214089 ... -0.00214089 -0.00214089
 -0.00214089]",[0.95592583 0.95596051 0.95598719 ... 0.084762   0.08369874 0.08263384],"[7.00527500e+04 2.29904368e+08 1.95569434e+09 ... 1.68557207e+04
 1.68427227e+04 1.68563379e+04]","[ 0.11033053 21.79499435  9.05059528 ...  0.10898773  0.10901397
  0.10898694]","[1.25218016e+05 2.40801872e+08 1.96021965e+09 ... 7.13495859e+04
 7.13497109e+04 7.13498047e+04]"
0.05,100000,6,40,1.5364782714843752,168.4369659423828,0.38350608755950694,"[-0.00114594 -0.00114594 -0.00114594 ... -0.00114594 -0.00114594
 -0.00114594]",[0.80782753 0.80801561 0.80820476 ... 0.27247095 0.27182745 0.27116597],"[ 185861.421875   5806257.         5742862.5        ...   62826.89453125
   63701.81640625   63385.4296875 ]",[0.12842581 1.26344061 1.0121249  ... 0.12465601 0.12133776 0.12167955],"[ 250074.328125  6437977.5       6248925.        ...  125154.8984375
  124370.6953125  124225.203125 ]"
0.05,100000,6,80,7.369578857421875,1.0274574756622314,0.36111643941430405,"[-2.9563904e-05 -2.9563904e-05 -2.9563904e-05 ... -2.9563904e-05
 -2.9563904e-05 -2.9563904e-05]",[0.93272725 0.93278444 0.9328364  ... 0.01957358 0.01948501 0.01940516],"[2.99073105e+04 5.06127640e+07 4.23668480e+07 ... 2.98946016e+04
 2.98910234e+04 2.98883516e+04]",[0.09525957 3.45027971 2.90095568 ... 0.09528804 0.09530565 0.09528802],"[   77537.09375  52337904.       43817324.       ...    77538.625
    77543.84375     77532.359375]"
0.05,100000,6,120,1.0154574084281922,286.0687255859375,0.36537785011354534,[0.08327165 0.08327165 0.08327165 ... 0.08327165 0.08327165 0.08327165],[0.95301875 0.95305894 0.95310101 ... 0.12620872 0.12555306 0.12487899],"[   93051.46875   20327456.         1817678.375     ...    92625.3984375
    92625.3984375    92625.3984375]","[ 0.11327798 15.91996098  1.26968205 ...  0.10928272  0.10928311
  0.10928372]","[  149690.453125 28287436.        2452519.5      ...   147266.75
   147266.953125   147267.265625]"
0.05,100000,9,40,4.784303894042969,317.9342956542969,0.38651891875610844,"[-0.00272569 -0.00272569 -0.00272569 ... -0.00272569 -0.00272569
 -0.00272569]",[0.79952062 0.79971646 0.79991449 ... 0.24657747 0.24501761 0.24344182],"[   72512.8828125 33118058.        31915194.        ...    72578.90625
    72573.3515625    72579.8046875]",[0.0848218  4.31848574 4.39603853 ... 0.08446242 0.08447357 0.08446067],"[  114923.78125   35277300.        34113212.        ...   114810.1171875
   114810.140625    114810.140625 ]"
0.05,100000,9,80,2.505570373535156,840.6096801757812,0.3686231123132635,"[-0.04319498 -0.04319498 -0.04319498 ... -0.04319498 -0.04319498
 -0.04319498]",[0.90194734 0.90203479 0.90211995 ... 0.1669193  0.16698798 0.16704353],"[   46786.40234375  7506523.5        25807976.         ...
    47420.3671875     46471.44921875    46649.0234375 ]",[0.08444222 2.72802734 7.23223686 ... 0.0832293  0.08420753 0.08332945],"[   89007.515625  8870537.       29424094.       ...    89035.015625
    88575.21875     88313.75    ]"
0.05,100000,9,120,0.6212845611572266,476.7427673339844,0.36536635735046463,[0.08419135 0.08419135 0.08419135 ... 0.08419135 0.08419135 0.08419135],[0.95686707 0.95690142 0.95693087 ... 0.0750808  0.07392233 0.07276443],"[   36726.921875   16610091.         17520998.         ...
    34324.6328125     34028.9609375     34066.44921875]",[0.14131849 7.28494596 8.42197418 ... 0.1372183  0.13522334 0.13443388],"[  107386.1640625 20252564.        21731984.        ...   102933.78125
   101640.6328125   101283.390625 ]"
0.005,40184,3,40,0.009992523193359304,0.0038232803344726562,0.0007967449802711353,"[ 0.88046956  0.8806175   0.88076454 ... -0.03286287 -0.03293923
 -0.03300184]","[ 0.88359536  0.88370119  0.88380605 ... -0.03156349 -0.0316371
 -0.03169725]","[5.60349336e+04 9.24127891e+04 6.37187500e+04 ... 1.89339662e+00
 1.77953637e+00 1.75349414e+00]","[1.88085094e-01 2.33445808e-01 1.77671939e-01 ... 3.00962313e-07
 5.06703770e-07 5.49862705e-07]","[1.50077484e+05 2.09135688e+05 1.52554719e+05 ... 2.04387784e+00
 2.03288817e+00 2.02842546e+00]"
